"","CaseID","contest_no","Education","Gender","Country of Origin","Reason for Application","Job","Job Experience","Job Plans","Prior Entry","Language Skills","Chosen_Immigrant","ethnocentrism","profile","LangPos","PriorPos"
"8393",956,2,"high school","female","Philippines","reunite with family","waiter","5+ years","contract with employer","once w/o authorization","broken English",0,65,1,9,2
"8394",956,2,"high school","female","Germany","reunite with family","waiter","1-2 years","interviews with employer","never","fluent English",1,65,2,9,2
"8395",956,3,"8th grade","female","France","seek better job","nurse","3-5 years","no plans to look for work","six months with family","used interpreter",0,65,1,9,2
"8396",956,3,"high school","female","Philippines","reunite with family","nurse","3-5 years","will look for work","never","broken English",1,65,2,9,2
"8397",956,4,"two-year college","female","Sudan","seek better job","child care provider","none","contract with employer","once w/o authorization","fluent English",0,65,1,9,2
"8398",956,4,"college degree","female","India","seek better job","financial analyst","3-5 years","contract with employer","once as tourist","fluent English",1,65,2,9,2
"8399",956,5,"8th grade","female","Philippines","reunite with family","construction worker","3-5 years","will look for work","many times as tourist","used interpreter",1,65,1,9,2
"8400",956,5,"high school","female","Iraq","seek better job","nurse","5+ years","no plans to look for work","many times as tourist","broken English",0,65,2,9,2
"8401",957,1,"4th grade","female","India","reunite with family","janitor","none","interviews with employer","once as tourist","used interpreter",0,0,1,6,5
"8402",957,1,"two-year college","female","Iraq","seek better job","child care provider","5+ years","interviews with employer","never","broken English",1,0,2,6,5
"8403",957,2,"two-year college","male","Poland","reunite with family","research scientist","5+ years","no plans to look for work","six months with family","tried English but unable",1,0,1,6,5
"8404",957,2,"4th grade","female","Somalia","reunite with family","nurse","none","contract with employer","many times as tourist","used interpreter",0,0,2,6,5
"8405",957,3,"4th grade","male","China","reunite with family","child care provider","3-5 years","interviews with employer","once as tourist","fluent English",1,0,1,6,5
"8406",957,3,"high school","female","Philippines","seek better job","nurse","1-2 years","will look for work","once as tourist","used interpreter",0,0,2,6,5
"8407",957,4,"no formal","female","Somalia","escape persecution","waiter","5+ years","no plans to look for work","never","fluent English",0,0,1,6,5
"8408",957,4,"graduate degree","male","China","reunite with family","computer programmer","5+ years","no plans to look for work","once w/o authorization","fluent English",1,0,2,6,5
"8409",957,5,"two-year college","male","Poland","seek better job","financial analyst","5+ years","no plans to look for work","once w/o authorization","used interpreter",0,0,1,6,5
"8410",957,5,"no formal","male","Philippines","seek better job","construction worker","5+ years","interviews with employer","never","used interpreter",1,0,2,6,5
"8411",958,1,"two-year college","male","Mexico","seek better job","doctor","3-5 years","interviews with employer","once as tourist","fluent English",1,20,1,9,8
"8412",958,1,"high school","female","Poland","seek better job","nurse","1-2 years","no plans to look for work","six months with family","fluent English",0,20,2,9,8
"8413",958,2,"8th grade","male","France","reunite with family","nurse","1-2 years","will look for work","six months with family","used interpreter",0,20,1,9,8
"8414",958,2,"graduate degree","female","India","reunite with family","construction worker","5+ years","will look for work","six months with family","fluent English",1,20,2,9,8
"8415",958,3,"no formal","male","France","reunite with family","nurse","none","contract with employer","six months with family","broken English",0,20,1,9,8
"8416",958,3,"graduate degree","female","Philippines","reunite with family","doctor","3-5 years","will look for work","six months with family","fluent English",1,20,2,9,8
"8417",958,4,"graduate degree","male","Germany","reunite with family","child care provider","none","will look for work","never","fluent English",0,20,1,9,8
"8418",958,4,"8th grade","female","Iraq","reunite with family","teacher","5+ years","will look for work","never","used interpreter",1,20,2,9,8
"8419",958,5,"two-year college","female","Mexico","reunite with family","doctor","3-5 years","interviews with employer","many times as tourist","used interpreter",1,20,1,9,8
"8420",958,5,"4th grade","male","France","seek better job","gardener","1-2 years","no plans to look for work","never","tried English but unable",0,20,2,9,8
"8421",959,1,"high school","male","Germany","reunite with family","construction worker","1-2 years","will look for work","once w/o authorization","tried English but unable",1,NA,1,8,3
"8422",959,1,"high school","male","Poland","reunite with family","gardener","none","no plans to look for work","once as tourist","tried English but unable",0,NA,2,8,3
"8423",959,2,"4th grade","male","France","seek better job","nurse","1-2 years","contract with employer","six months with family","tried English but unable",0,NA,1,8,3
"8424",959,2,"two-year college","male","Sudan","reunite with family","child care provider","1-2 years","will look for work","once w/o authorization","broken English",1,NA,2,8,3
"8425",959,3,"8th grade","male","Sudan","escape persecution","gardener","none","will look for work","never","used interpreter",1,NA,1,8,3
"8426",959,3,"high school","male","Poland","reunite with family","waiter","none","no plans to look for work","never","used interpreter",0,NA,2,8,3
"8427",959,4,"8th grade","male","China","reunite with family","nurse","none","interviews with employer","once as tourist","used interpreter",0,NA,1,8,3
"8428",959,4,"8th grade","female","France","reunite with family","nurse","1-2 years","will look for work","many times as tourist","used interpreter",1,NA,2,8,3
"8429",959,5,"no formal","male","Somalia","reunite with family","construction worker","1-2 years","will look for work","once w/o authorization","broken English",0,NA,1,8,3
"8430",959,5,"graduate degree","male","Sudan","reunite with family","child care provider","1-2 years","contract with employer","once w/o authorization","tried English but unable",1,NA,2,8,3
"8431",963,1,"no formal","female","Somalia","seek better job","gardener","none","contract with employer","once as tourist","fluent English",0,10,1,8,5
"8432",963,1,"two-year college","female","France","seek better job","research scientist","1-2 years","no plans to look for work","many times as tourist","broken English",1,10,2,8,5
"8433",963,2,"graduate degree","female","Somalia","reunite with family","gardener","1-2 years","no plans to look for work","once w/o authorization","used interpreter",0,10,1,8,5
"8434",963,2,"8th grade","male","Mexico","reunite with family","construction worker","1-2 years","interviews with employer","once as tourist","fluent English",1,10,2,8,5
"8435",963,3,"4th grade","male","Philippines","reunite with family","construction worker","3-5 years","interviews with employer","many times as tourist","used interpreter",1,10,1,8,5
"8436",963,3,"4th grade","male","Sudan","reunite with family","janitor","5+ years","contract with employer","many times as tourist","used interpreter",0,10,2,8,5
"8437",963,4,"no formal","male","Poland","reunite with family","janitor","1-2 years","contract with employer","six months with family","used interpreter",1,10,1,8,5
"8438",963,4,"8th grade","female","Sudan","reunite with family","nurse","none","interviews with employer","once w/o authorization","used interpreter",0,10,2,8,5
"8439",963,5,"no formal","female","Iraq","escape persecution","waiter","1-2 years","contract with employer","once as tourist","fluent English",1,10,1,8,5
"8440",963,5,"graduate degree","female","China","seek better job","teacher","3-5 years","interviews with employer","once w/o authorization","tried English but unable",0,10,2,8,5
"8441",964,1,"graduate degree","female","India","seek better job","research scientist","5+ years","no plans to look for work","six months with family","broken English",0,60.333332,1,2,3
"8442",964,1,"no formal","male","India","seek better job","child care provider","5+ years","interviews with employer","many times as tourist","fluent English",1,60.333332,2,2,3
